Dist,schoolName,Q1,Q2,Q3,Q4,Q5A,Q6,Q7,Q8,Q9,Q10,Q11,totalCriteria,percCriteria,totalPop2011,adolescentPop,youthPopn,SCPropRURAL,SCPropURBAN,SCPropTOTAL,STPropRURAL,STPropURBAN,STPropTOTAL,GDDP_curr,NDDP_curr,GDDP_const,NDDP_const,pcNDDP,avg_MPCE_RURAL,foodShareExpenseRURAL,avg_MPCE_URBAN,foodShareExpenseURBAN,rationYBPL,rationYAAY,rationSAPL,rationAnna,rationWhite,totRC,avg_pccRURAL,iopRURAL,LzRatioRURAL,avg_pccURBAN,iopURBAN,LzRatioURBAN,TotRdLength,APPTWAMainW,APPTWAMarginalW,youthPopAsWorker,youthPopAsMWorker,HDI_2001,HDI_2011,HDIRS_2001,HDIRS_2011,IMR_2010,pcHealthExpenseRURAL,pcHealthExpenseRURALURBAN,popPerSubCentre,popPerPHC,popPerRH,popPerGovBed,sex_ratio_dist,POAGHF,POAPHF,POACBS,anyANC,fullNatalCare,pWomenHospDeliveries,homeDeliveries,homeDeliveries_assist,percSafeDeliveries,childSexRatio,avgHHperNH,avgHHperHH,litRateM,litRateF,litRateT,litRateSC,litRateSC.1,APL,youthPopLit,SHSAP,secondarySec,ROSWUPSTSS,numSchoolsTot,numGovSchools,numPrivASchools,numPrivNASchools,percHH_Has_TapWtr,percHH_Has_Toilet,unemploymentRT,percPassSSC,EngMedium,SchoolInfrastructure,numRoom,haveComputer,haveInternet,haveELearning,haveToilets,haveToiletsF,playground,sports,extraCurrLevel,localTrust,ruleFollow,remark,prcplGender,prcplAge,prcplMaritalStatus,prcplIfChild,prcplSpouseEdu,prcplSpouseWork,prcplSpouseOccu,prcplIncome,prcplEdu,prcplScheme,prcplSchemeName,prcplEduYear,prcplSchemeOther,prcplSchemeOtherName,prcplWorkYear,prcplWorkYearOther,prcplInternetSavy,prcplSmartPhone,prcplUsedTobacco,prcplUsingTobacco,prcplUsingQuan,prcplchoolAward,numGuestLec,tbccoUseProb,tbccoFreeGood,staffNotDemandTF,staffNotForceStopTbcco,isTrusteesActive,BlockStaffCom,BlockStaffHelpTF,staffReceivdTrainTF,schoolLeadsExCuPr,isChangeDifficult,isChangeEasy,teachDiscChallenges,canDiscChangeTeach,mstTeachNotInterest,mstTeachPrivateLessons,mstTeachGoodAcademics,mstTeachGoodExCurr,mstTeachSelfDevelopment,mstTeachParticipateExCurr,teachNeedReminders,mstParentsSchoolEvents,parentsTbccoBigThreat,mstParentsReqTF,teachNumTraining,teachAwardsGov,isPTA,parentEduLevl,percPassHSC,distPerfEdu,MEnroll1,MEnroll2,MEnroll3,FEnroll1,FEnroll2,FEnroll3,totEnroll1,totEnroll2,totEnroll3,POTOC,numMTeach,numFTeach,teachStudRat,MtoFTeachRat,numBlank ,tobaccoFree
Nanded,Z.P.P.School Galegaon Ta Loha,1,0,0,1,1,0,0,0,0,0,0,3,27.3,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,8.0,2.0,2.0,2.0,1.0,1.0,2.0,Block Level,none,active,passive,passive,2.0,46.0,3.0,1.0,SSC,1.0,,1.0,SSC DED,1.0,,28.0,2.0,,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,23,0.0
Nanded,Z.P.P.School  Ghour Ta Khandhar ,0,0,0,1,1,1,0,0,0,0,0,3,27.3,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,10.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,passive,1.0,45.0,3.0,1.0,Primary,2.0,,45000.0,SSC DED,1.0,,25.0,,,7.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,24,0.0
Nanded,Z.P.P.School Yelapur ,0,1,0,0,1,1,0,0,0,0,0,3,27.3,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,2.0,2.0,2.0,2.0,1.0,1.0,2.0,Block Level,none,active,passive,passive,1.0,47.0,3.0,1.0,BED,2.0,,1.0,BA,1.0,,26.0,2.0,,7.0,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,23,0.0
Hingoli,Z.P.P.School Karnjala ta Hingoli,1,0,0,1,1,0,0,0,0,0,0,3,27.3,1177.0,21.4,19.4,16.2,11.6,15.5,10.7,2.9,9.5,6555.0,6051.0,3463.0,3173.0,53780.0,613.9,45.9,657.2,48.2,60350.0,27309.0,157750.0,984.0,2455.0,248848.0,613.9,24.8,37.3,657.2,59.2,36.0,3432.0,7.5,1.4,17.3,2.5,0.6,0.6,Low,Low,16.0,136.0,37.0,7463.0,41048.0,197030.0,2927.0,942.0,27.1,41.1,2.2,93.2,21.9,41.5,57.7,5.8,47.3,882.0,5.1,4.4,86.9,69.0,78.2,75.5,72.2,96.0,94.1,669.0,179.0,3.7,191.0,39.0,104.0,48.0,35.9,,193420.0,83.4,Marathi,Pucca,8.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,48.0,3.0,1.0,Primary,2.0,,1.0,SSC DED,1.0,,27.0,,,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,24,0.0
Nagpur,z.p. Khandala,1,1,0,0,1,0,0,0,0,0,0,3,27.3,4654.0,18.0,19.3,15.9,19.9,18.6,13.6,7.5,9.4,70183.0,63114.0,43170.0,38703.0,123610.0,507.7,52.1,1040.9,38.8,136894.0,100612.0,436116.0,6902.0,69339.0,749863.0,507.7,30.3,34.5,1040.9,36.8,39.5,8920.0,3.1,1.1,10.9,2.6,0.7,0.8,Very High,Very High,34.0,430.0,477.0,5325.0,34340.0,129434.0,1417.8,951.0,55.8,46.8,4.0,98.2,44.9,82.2,18.1,2.2,84.4,931.0,4.4,3.1,92.1,84.5,88.4,88.5,82.2,97.1,96.7,1733.0,919.0,1.9,877.0,68.0,645.0,164.0,76.4,,1378306.0,88.9,Marathi,Pucca,6.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,2.0,54.0,3.0,2.0,MA,1.0,Teacher,1.0,SSC DED,1.0,,,2.0,,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,illiterate,,,,,,,,,,,,,,,,,21,0.0
Nagpur,"Gomukh Vidyalay, Bichawa",1,1,1,0,0,0,0,0,0,0,0,3,27.3,4654.0,18.0,19.3,15.9,19.9,18.6,13.6,7.5,9.4,70183.0,63114.0,43170.0,38703.0,123610.0,507.7,52.1,1040.9,38.8,136894.0,100612.0,436116.0,6902.0,69339.0,749863.0,507.7,30.3,34.5,1040.9,36.8,39.5,8920.0,3.1,1.1,10.9,2.6,0.7,0.8,Very High,Very High,34.0,430.0,477.0,5325.0,34340.0,129434.0,1417.8,951.0,55.8,46.8,4.0,98.2,44.9,82.2,18.1,2.2,84.4,931.0,4.4,3.1,92.1,84.5,88.4,88.5,82.2,97.1,96.7,1733.0,919.0,1.9,877.0,68.0,645.0,164.0,76.4,,1378306.0,88.9,Marathi,Pucca,6.0,1.0,1.0,1.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,55.0,3.0,1.0,SSC,2.0,House Wife,1.0,BA,1.0,,25.0,2.0,,8.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,20,0.0
Nagpur,"Z. P. Pri. School, Sindi.",0,1,1,0,0,1,0,0,0,0,0,3,27.3,4654.0,18.0,19.3,15.9,19.9,18.6,13.6,7.5,9.4,70183.0,63114.0,43170.0,38703.0,123610.0,507.7,52.1,1040.9,38.8,136894.0,100612.0,436116.0,6902.0,69339.0,749863.0,507.7,30.3,34.5,1040.9,36.8,39.5,8920.0,3.1,1.1,10.9,2.6,0.7,0.8,Very High,Very High,34.0,430.0,477.0,5325.0,34340.0,129434.0,1417.8,951.0,55.8,46.8,4.0,98.2,44.9,82.2,18.1,2.2,84.4,931.0,4.4,3.1,92.1,84.5,88.4,88.5,82.2,97.1,96.7,1733.0,919.0,1.9,877.0,68.0,645.0,164.0,76.4,,1378306.0,88.9,Marathi,Pucca,2.0,1.0,2.0,2.0,1.0,1.0,2.0,Block Level,none,active,proactive,active,1.0,40.0,3.0,2.0,BED,2.0,House Wife,1.0,BA,1.0,,,2.0,,10.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4,1.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,"Primary, secondary",,,,,,,,,,,,,,,,,21,0.0
Nagpur,Koshatipura Pri. School Bhiwapur,1,1,0,1,0,0,0,0,0,0,0,3,27.3,4654.0,18.0,19.3,15.9,19.9,18.6,13.6,7.5,9.4,70183.0,63114.0,43170.0,38703.0,123610.0,507.7,52.1,1040.9,38.8,136894.0,100612.0,436116.0,6902.0,69339.0,749863.0,507.7,30.3,34.5,1040.9,36.8,39.5,8920.0,3.1,1.1,10.9,2.6,0.7,0.8,Very High,Very High,34.0,430.0,477.0,5325.0,34340.0,129434.0,1417.8,951.0,55.8,46.8,4.0,98.2,44.9,82.2,18.1,2.2,84.4,931.0,4.4,3.1,92.1,84.5,88.4,88.5,82.2,97.1,96.7,1733.0,919.0,1.9,877.0,68.0,645.0,164.0,76.4,,1378306.0,88.9,Marathi,Pucca,7.0,1.0,2.0,2.0,1.0,1.0,1.0,District Level,none,active,proactive,active,1.0,41.0,3.0,1.0,MA,1.0,Teacher,1.0,BA,1.0,,21.0,2.0,,6.0,11.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,"Primary, secondary",,,,,,,,,,,,,,,,,20,0.0
Nagpur,"Z.P. U. Pri. School, Gondbori",1,1,0,0,1,0,0,0,0,0,0,3,27.3,4654.0,18.0,19.3,15.9,19.9,18.6,13.6,7.5,9.4,70183.0,63114.0,43170.0,38703.0,123610.0,507.7,52.1,1040.9,38.8,136894.0,100612.0,436116.0,6902.0,69339.0,749863.0,507.7,30.3,34.5,1040.9,36.8,39.5,8920.0,3.1,1.1,10.9,2.6,0.7,0.8,Very High,Very High,34.0,430.0,477.0,5325.0,34340.0,129434.0,1417.8,951.0,55.8,46.8,4.0,98.2,44.9,82.2,18.1,2.2,84.4,931.0,4.4,3.1,92.1,84.5,88.4,88.5,82.2,97.1,96.7,1733.0,919.0,1.9,877.0,68.0,645.0,164.0,76.4,,1378306.0,88.9,Marathi,Pucca,5.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,55.0,3.0,2.0,DED,2.0,House Wife,1.0,SSC DED,1.0,,,2.0,,4.0,12.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4,1.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,secondary,,,,,,,,,,,,,,,,,21,0.0
Gondia,Z.P.P.School Arunngar ,0,0,1,0,1,0,0,0,0,0,1,3,27.3,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Bengali,Pucca,7.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,passive,1.0,35.0,3.0,2.0,BED,1.0,Health department,35000.0,BA,2.0,,12.0,2.0,,1.0,13.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,20,0.0
Gondia,Z.P.P.School Chikhali ,0,0,0,1,1,0,0,0,0,1,0,3,27.3,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Semi English,Pucca,11.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,43.0,3.0,2.0,SSC,1.0,Teacher,40000.0,SSC DED,1.0,,15.0,1.0,"HAnd wash,uniform distribution",5.0,4.0,3.0,2.0,2.0,2.0,,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,20,0.0
Akola,Madavraov Band Vidyal,1,0,1,0,1,0,0,0,0,0,0,3,27.3,1814.0,20.0,19.7,23.2,15.4,20.1,7.8,2.0,5.5,17025.0,15540.0,10097.0,9189.0,79829.0,548.4,52.7,789.1,42.8,159453.0,44474.0,124757.0,1555.0,13993.0,344232.0,548.4,22.6,37.0,789.1,55.1,42.4,3330.0,5.0,1.1,13.5,2.4,0.6,0.7,High,High,30.0,210.0,591.0,6577.0,39022.0,195110.0,717.6,946.0,40.3,49.7,1.4,91.6,31.0,74.3,24.8,4.1,78.4,912.0,4.6,3.4,92.3,83.5,88.0,83.2,79.2,97.1,96.6,783.0,435.0,1.8,416.0,18.0,280.0,118.0,58.7,,464651.0,85.7,Marathi,Semi pucca,6.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,2.0,48.0,1.0,,none,,,1.0,DED,1.0,,22.0,1.0,Poshan Ahar,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,23,0.0
Yavatmal,Z.P.U.P.School.Mosera.Block Drawa.Dis.Yawatmal,1,0,0,1,1,0,0,0,0,0,0,3,27.3,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,Medium,Medium,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,,540673.0,84.9,Marathi,Pucca,6.0,2.0,2.0,2.0,1.0,1.0,1.0,District Level,none,active,proactive,active,2.0,47.0,3.0,1.0,MA,1.0,Teacher,1.0,SSC DED,1.0,,23.0,2.0,,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,2.0,1.0,"Primary, secondary",,,,,,,,,,,,,,,,,20,0.0
Ratnagiri,Z.P.Hig School.Nadivase Tanle,1,1,0,1,1,0,0,0,0,0,0,4,36.4,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,High,High,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,69.4,357123.0,96.3,Marathi,Pucca,6.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,50.0,3.0,2.0,DED,1.0,Teacher,80000.0,BA,1.0,,20.0,2.0,,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,19,0.0
Ratnagiri,Z.P.P.kendriy School Jalgaon,1,1,0,1,1,0,0,0,0,0,0,4,36.4,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,High,High,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,69.4,357123.0,96.3,Marathi,Pucca,6.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,,active,1.0,47.0,3.0,2.0,BED,2.0,House Wife,1.0,BA,1.0,,13.0,2.0,,3.0,11.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,4,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,illiterate,,,,,,,,,,,,,,,,,20,0.0
Satara,Z.P.Kendariya School,1,0,1,0,1,0,1,0,0,0,0,4,36.4,3004.0,18.0,18.1,10.2,13.3,10.8,0.9,1.3,1.0,32799.0,29853.0,19110.0,17295.0,93518.0,637.7,54.4,1566.2,36.7,124152.0,34833.0,498211.0,1680.0,52291.0,711167.0,637.7,9.0,33.3,1566.2,23.4,54.6,10947.0,3.1,1.3,10.3,2.7,0.7,0.7,Very High,High,26.0,149.0,187.0,6804.0,38334.0,151206.0,2463.4,988.0,27.4,74.6,1.3,98.8,55.5,87.4,12.3,3.5,90.9,895.0,4.6,3.7,89.4,76.3,82.9,79.5,73.0,96.1,95.3,1550.0,704.0,2.2,697.0,19.0,527.0,151.0,73.4,,709220.0,95.2,Marathi,Pucca,4.0,1.0,2.0,2.0,1.0,1.0,1.0,Zonal Level,none,active,proactive,passive,1.0,42.0,3.0,2.0,BED,2.0,,40000.0,BA,2.0,,12.0,2.0,,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,primary,,,,,,,,,,,,,,,,,22,0.0
Nandurbar,Z.P.P.School Savrkheda ,1,1,1,0,0,0,0,0,0,0,1,4,36.4,1648.0,23.0,19.9,2.2,6.3,2.9,79.7,17.3,69.3,9235.0,8448.0,5081.0,4601.0,56521.0,470.9,57.2,793.9,45.2,104352.0,105924.0,107079.0,1251.0,8272.0,326878.0,470.9,44.0,34.8,793.9,58.3,36.1,5794.0,8.0,3.1,16.3,4.6,0.5,0.6,Low,Low,30.0,257.0,76.0,4874.0,24369.0,88336.0,1513.0,978.0,40.9,22.1,4.3,60.6,24.3,25.4,73.0,8.6,34.0,944.0,4.9,4.4,72.2,56.5,64.4,76.9,55.0,84.9,77.3,599.0,387.0,1.5,374.0,62.0,216.0,96.0,56.8,,266790.0,91.5,Marathi,Pucca,4.0,1.0,1.0,1.0,1.0,1.0,2.0,Block Level,none,active,passive,passive,2.0,38.0,3.0,1.0,MA,1.0,C.P. Aaklkuwa,1.0,MA,1.0,,17.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,21,0.0
Nanded,Z.P.P.School Shalgar (Khair bu ) ,1,0,0,1,1,1,0,0,0,0,0,4,36.4,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,7.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,42.0,3.0,1.0,HSC,2.0,,1.0,HSC,2.0,,8.0,2.0,,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,primary,,,,,,,,,,,,,,,,,22,0.0
Nanded,Z.P.P.Branch School Mukhed ,1,0,0,1,1,0,0,0,0,1,0,4,36.4,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Semi English,Pucca,26.0,1.0,1.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,50.0,3.0,1.0,MA,1.0,Teacher,1.0,MA,1.0,,30.0,2.0,,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,Higher secondary,,,,,,,,,,,,,,,,,21,0.0
